File,SHA256Before,SHA256After,Unchanged,SizeBytes
rfm_customers.csv,88070021d1cd8f93beed32baa6a31079f57adfc670c2991b13f1a9f47a89154c,88070021d1cd8f93beed32baa6a31079f57adfc670c2991b13f1a9f47a89154c,True,172798
rfm_standard_raw.csv,effab34adec2fa8d06a29d25b9b43e3809bdbfac134e005ece721cc330caf81c,effab34adec2fa8d06a29d25b9b43e3809bdbfac134e005ece721cc330caf81c,True,287874
rfm_log_standard.csv,1c676a7a5e9c365598ddac46f94295243de3e907cbe1ddb5b93f75de11080542,1c676a7a5e9c365598ddac46f94295243de3e907cbe1ddb5b93f75de11080542,True,281167
rfm_robust_raw.csv,a2b6c8d11ea604270bd6e094085dc628f641421f93d65b283ef5565a60a67817,a2b6c8d11ea604270bd6e094085dc628f641421f93d65b283ef5565a60a67817,True,219232
