Candidate,K,Seed,Inertia,Silhouette,DaviesBouldin,CalinskiHarabasz,Iterations,RuntimeSeconds,MinClusterSize,MaxClusterSize,MinClusterRatio,MaxClusterRatio,ImbalanceRatio,ClusterSizes,TinyWarning,SilhouetteRank,DaviesBouldinRank,CalinskiHarabaszRank,ImbalanceRatioRank,WithinCandidateComposite,Shortlisted,MeanARI,StdARI,MinARI,MaxARI,StabilityStatus,WarningFlags,InterpretabilityNote,SelectionStatus,DecisionLogic
LOG_STANDARD,2,42,6476.5069370535475,0.43250906819167395,0.8912650182014639,4376.832376623863,6,0.04490944799999852,1668,2670,0.38450899031811897,0.6154910096818811,1.6007194244604317,"[1668, 2670]",False,1.0,1.0,1.0,1.0,1.0,True,1.0,0.0,1.0,1.0,PASS,,Technical RFM-space partition; marketing names deferred,SELECTED,Composite metric ranks + stability + size/outlier warnings; no single metric dominates
